house	state	lastname	party	voting	money	ptyxmny	acres	gsp	n_reps	lobby
1	SC	Spratt	0	.6	65.7	0	39	100.35	8	45
0	SD	Daschle	0	.102564102564103	0	0	0	21.224	3	42.5
0	SD	Johnson	0	.0256410256410256	2.5	0	0	21.224	3	42.5
1	SD	Thune	1	.7	14	14	0	21.224	3	42.5
0	TN	Frist	1	.82051282051282	16.5	16.5	63.17	159.575	11	55
0	TN	Thompson	1	.794871794871795	48.75	48.75	63.17	159.575	11	55
1	TN	Bryant	1	.9	45.5	45.5	63.17	159.575	11	55
1	TN	Clement	0	.7	59	0	63.17	159.575	11	55
1	TN	Duncan	1	.6	11.25	11.25	63.17	159.575	11	55
1	TN	Ford	0	.2	1	0	63.17	159.575	11	55
1	TN	Gordon	0	.8	99.85	0	63.17	159.575	11	55
1	TN	Hilleary	1	.9	0	0	63.17	159.575	11	55
1	TN	Jenkins	1	.9	26	26	63.17	159.575	11	55
1	TN	Tanner	0	.7	52.5	0	63.17	159.575	11	55
1	TN	Wamp	1	.666666666666667	0	0	63.17	159.575	11	55
0	TX	Gramm	1	.82051282051282	20	20	0	645.596	32	90
0	TX	Hutchison	1	.692307692307692	44.923	44.923	0	645.596	32	90
1	TX	Archer	1	1	0	0	0	645.596	32	90
1	TX	Armey	1	1	41.5	41.5	0	645.596	32	90
1	TX	Barton	1	.625	6	6	0	645.596	32	90
1	TX	Bentsen	0	.2	0	0	0	645.596	32	90
1	TX	Bonilla	1	.7	38.5	38.5	0	645.596	32	90
1	TX	Brady	1	.9	0	0	0	645.596	32	90
1	TX	Combest	1	1	22.5	22.5	0	645.596	32	90
1	TX	DeLay	1	1	69.75	69.75	0	645.596	32	90
1	TX	Doggett	0	.1	0	0	0	645.596	32	90
1	TX	Edwards	0	.4	17.5	0	0	645.596	32	90
1	TX	Frost	0	.4	35	0	0	645.596	32	90
1	TX	Gonzales	0	.142857142857143	0	0	0	645.596	32	90
1	TX	Granger	1	1	0	0	0	645.596	32	90
1	TX	Green	0	.333333333333333	3	0	0	645.596	32	90
1	TX	Hall	0	.7	18.5	0	0	645.596	32	90
1	TX	Hinojosa	0	.4	2	0	0	645.596	32	90
1	TX	Jackson-Lee	0	.1	.5	0	0	645.596	32	90
1	TX	Johnson	0	.333333333333333	.5	0	0	645.596	32	90
1	TX	Johnson	1	1	32.5	32.5	0	645.596	32	90
1	TX	Lampson	0	.2	0	0	0	645.596	32	90
1	TX	Ortiz	0	.6	15.5	0	0	645.596	32	90
1	TX	Paul	1	.5	3.5	3.5	0	645.596	32	90
1	TX	Reyes	0	.375	.5	0	0	645.596	32	90
1	TX	Rodriguez	0	.4	0	0	0	645.596	32	90
1	TX	Sandlin	0	.5	15	0	0	645.596	32	90
1	TX	Sessions	1	.9	40	40	0	645.596	32	90
1	TX	Smith	1	.7	3	3	0	645.596	32	90
1	TX	Stenholm	0	.888888888888889	28.75	0	0	645.596	32	90
1	TX	Thornberry	1	.9	6.5	6.5	0	645.596	32	90
1	TX	Turner	0	.5	6.5	0	0	645.596	32	90
0	UT	Bennett	1	.628571428571429	2.166	2.166	0	59.624	5	52.5
0	UT	Hatch	1	.692307692307692	20	20	0	59.624	5	52.5
1	UT	Cannon	1	.666666666666667	0	0	0	59.624	5	52.5
1	UT	Cook	1	.625	0	0	0	59.624	5	52.5
1	UT	Hansen	1	.333333333333333	0	0	0	59.624	5	52.5
0	VA	Robb	0	.41025641025641	43.35	0	38.3	230.825	12	68
0	VA	Warner	1	.868421052631579	46.066	46.066	38.3	230.825	12	68
1	VA	Bateman	1	1	25.498	25.498	38.3	230.825	12	68
1	VA	Bliley	1	1	95.575	95.575	38.3	230.825	12	68
1	VA	Boucher	0	.777777777777778	61.9	0	38.3	230.825	12	68
1	VA	Davis	1	.8	11.9	11.9	38.3	230.825	12	68
1	VA	Goodlatte	1	.9	19.5	19.5	38.3	230.825	12	68
1	VA	Moran	0	.2	0	0	38.3	230.825	12	68
1	VA	Pickett	0	.6	20.1	0	38.3	230.825	12	68
1	VA	Scott	0	.5	26.35	0	38.3	230.825	12	68
1	VA	Sisisky	0	.6	43.25	0	38.3	230.825	12	68
1	VA	Wolf	1	.6	0	0	38.3	230.825	12	68
0	VT	Jeffords	1	.384615384615385	1.1	1.1	0	16.257	2	35
0	VT	Leahy	0	.0512820512820513	0	0	0	16.257	2	35
0	WA	Gorton	1	.717948717948718	9	9	0	192.864	11	52.5
0	WA	Murray	0	.0256410256410256	0	0	0	192.864	11	52.5
1	WA	Baird	0	0	0	0	0	192.864	11	52.5
1	WA	Dicks	0	.2	3	0	0	192.864	11	52.5
1	WA	Dunn	1	.7	9.5	9.5	0	192.864	11	52.5
1	WA	Hastings	1	.9	27	27	0	192.864	11	52.5
1	WA	Inslee	0	.2	1.5	0	0	192.864	11	52.5
1	WA	McDermott	0	0	0	0	0	192.864	11	52.5
1	WA	Metcalf	1	.6	8	8	0	192.864	11	52.5
1	WA	Nethercutt	1	.7	0	0	0	192.864	11	52.5
1	WA	Smith	0	.111111111111111	0	0	0	192.864	11	52.5
0	WI	Feingold	0	.102564102564103	0	0	1.18	157.761	11	80
0	WI	Kohl	0	.0769230769230769	0	0	1.18	157.761	11	80
1	WI	Baldwin	0	0	0	0	1.18	157.761	11	80
1	WI	Barrett	0	0	4.1	0	1.18	157.761	11	80
1	WI	Green	1	1	20.5	20.5	1.18	157.761	11	80
1	WI	Kind	0	.2	0	0	1.18	157.761	11	80
1	WI	Kleczka	0	.3	42.5	0	1.18	157.761	11	80
1	WI	Obey	0	.1	8.737	0	1.18	157.761	11	80
1	WI	Petri	1	.8	1.5	1.5	1.18	157.761	11	80
1	WI	Ryan	1	1	13.692	13.692	1.18	157.761	11	80
1	WI	Sensenbrenner	1	.7	8.75	8.75	1.18	157.761	11	80
0	WV	Byrd	0	.256410256410256	6	0	1.6	39.938	5	37
0	WV	Rockefeller	0	.128205128205128	0	0	1.6	39.938	5	37
1	WV	Mollohan	0	.555555555555556	19.5	0	1.6	39.938	5	37
1	WV	Rahall	0	.4	23	0	1.6	39.938	5	37
1	WV	Wise	0	.333333333333333	7.05	0	1.6	39.938	5	37
0	WY	Enzi	1	.871794871794872	0	0	0	17.53	2	40
0	WY	Thomas	1	.815789473684211	35	35	0	17.53	2	40
1	WY	Cubin	1	1	32	32	0	17.53	2	40
